/m/02qdvvw,181,2
/m/05rwpb,181,1
/m/025sf8x,181,2
/m/01brf,181,1
,181,1
/m/029j_,"104,181","2,2"
/m/01vq3,"15,72,181","1,2,3"
/m/01m1y,181,3
/m/0883b,181,1
/m/0bbm8t,181,2
/m/025sh_8,181,1
/m/01qx__8,181,12
/m/03_3d,"40,39,21,41,42,21,41,181","2,1,1,2,1,1,2,2"
/m/03rt9,181,16
/m/01jj81_,181,3
/m/0np46rm,181,2
/m/01ft8k,181,1
/m/01vd7hn,181,1
/m/0gkzzz7,181,3
/m/01jcrq,181,1
/m/06q1r,181,2
/m/01pqj_,181,12
/m/0j5g9,181,1
/m/01q1j,181,1
/m/09nyf,181,1
/m/0f8l9c,"38,28,181","4,4,1"
/m/0hvl5,181,1
/m/03cb8,181,1
/m/06mkj,"34,25,181","3,3,3"
/m/059g4,181,3
/m/0ch490p,181,1
/m/0830n,181,2
/m/02vk6kk,181,2
/m/0f33w3b,181,1
/m/0bs_h4,181,1
/m/041rx,181,2
/m/0b2mc,181,1
/m/0430_,181,1
/m/06n8j,181,1
/m/015lz1,181,1
/m/04p7x,181,5
/m/0jzc,181,1
/m/035qy,181,1
/m/03hkp,181,4
/m/03spz,"75,181","1,6"
/m/04m7bz,181,1
/m/013b7g,181,2
/m/015fr,"32,31,41,181","1,1,1,1"
/m/04swx,181,1
/m/01jjk,181,2
/m/09wwlj,181,2
/m/01qsf5,181,1
/m/04y29,181,1
/m/04t_mf,181,1
/m/010sh,181,1
/m/0ds99lh,181,1
/m/04rrd,"105,181","1,5"
/m/010n45,181,1
/m/081mh,181,2
/m/02f6qp,181,1
/m/035qrr,181,2
/m/0b3wk,181,3
/m/01cx_,"75,181","1,4"
/m/0hqjh,181,1
/m/01_d4,"176,113,75,105,176,113,75,108,106,181","1,1,1,2,1,1,1,1,3,2"
/m/02fdsx,181,1
/m/06c1y,181,1
/m/0fvwg,181,1
/m/03_d0,181,1
/m/0ydpd,181,1
/m/045c0g,181,4
/m/01w_2mh,181,1
/m/01r27_,181,1
/m/07b_l,"80,15,68,105,181","2,9,1,1,1"
/m/0h51x2y,181,11
/m/05jbn,181,3
/m/09zc4z,181,1
/m/0hjy,181,3
/m/04r_8,181,1
/m/0bxbb,181,3
/m/0chghy,"18,181","3,1"
/m/01p1v,181,1
/m/0cng8,181,1
/m/01lryt,181,1
/m/05wc2d,181,3
/m/0bmnm,181,1
/m/03_fd74,181,1
/m/017_b,182,1
/m/03jzl9,182,1
/m/021rl7,182,1
/m/05p7hcr,182,1
/m/017_b,183,1
/m/03jzl9,183,1
/m/021rl7,183,1
/m/05p7hcr,183,1
/m/03jzl9,184,1
/m/021rl7,184,1
/m/02hckn,184,1
/m/0342vx,185,1
/m/0jkf5,185,1
/m/0q76g,"181,112,116,181,112,105","1,1,1,1,1,1"
/m/01s012,105,4
/m/010h9y,"110,106,105","1,4,12"
/m/0600q,"110,105","1,3"
/m/088t4m,"108,105","1,1"
/m/03b3j,"108,105","1,1"
/m/082gc5,"108,105","1,5"
/m/09glw,"106,105","1,1"
/m/01wq83,105,1
/m/0j3b,105,1
/m/02xry,"15,105","1,1"
/m/0rj0z,105,1
/m/0344_,"104,105","1,6"
/m/011r1z,105,1
/m/08745,105,1
/m/032gc3,105,10
/m/02409lr,105,2
/m/0rh6k,"104,105","1,1"
/m/0vzm,"89,15,68,105","2,6,1,1"
/m/0vmt,"104,105","2,2"
/m/0824r,105,2
/m/04ykg,"87,105","2,1"
/m/03n4s7,105,3
/m/09qqq,105,1
/m/02ptsdy,105,5
/m/017xpn,105,2
/m/06zlzmk,105,1
/m/020xn5,105,6
/m/052tr,105,2
/m/06710,105,3
/m/0b2fy0,105,2
/m/0r3z6,105,1
/m/01n7q,"15,72,73,15,72,105","2,2,1,2,2,2"
/m/05rgl,105,1
/m/0qptf,105,1
/m/0d35y,"174,105","1,1"
/m/0qpqn,105,1
/m/03zlq5,105,2
/m/01dyhm,105,1
/m/01241b,105,1
/m/0fpzzp,105,1
/m/07scx,105,1
/m/0zd6,105,1
/m/02q4625,105,1
/m/01n4w,"113,105,106","2,3,1"
/m/07srw,"115,114,113,111,102,114,113,111,102,113,111,102,111,102,104,114,113,111,102,113,111,102,111,102,104,113,111,102,111,102,104,111,102,104,105,115,114,113,111,102,114,113,111,102,113,111,102,111,102,104,115,114,113,111,102,110,106","2,3,2,2,1,3,2,2,1,2,2,1,2,1,2,3,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,22,2,3,2,2,1,3,2,2,1,2,2,1,2,1,2,2,3,2,2,1,5,2"
/m/010dft,"113,112,102,112,102,105,113,112,102,106","1,2,1,2,1,1,1,2,1,2"
/m/036lyn,"117,103,106","2,1,5"
/m/0d05l6,"181,111,114,115,181,111,114,181,111,106","1,1,2,1,1,1,2,1,1,4"
/m/09rffg,"102,106","1,3"
/m/062zr,"115,114,102,109,106","1,3,1,3,7"
/m/0ftxw,"109,108,106","1,1,1"
/m/0d9jr,106,4
/m/019rg5,"112,109,106","2,5,2"
/m/0f3cfw,106,1
/m/060r2b,"115,114,111,102,108,106","2,4,4,1,3,1"
/m/04dq3c,"115,114,111,106","1,1,1,1"
/m/02lk9y,106,1
/m/02dtg,106,1
/m/09hl5,107,1
/m/047lkx,"104,107","5,1"
/m/02j5l,107,1
/m/0h8b0,107,1
/m/0kmn7,108,1
/m/032rk,108,1
/m/09w7x5,108,1
/m/01p1b,109,4
/m/01j_cy,109,1
/m/04pry,109,1
/m/09c7w0,"181,180,117,75,84,181,180,117,75,20,42,71,72,20,42,71,20,42,110,109","4,1,1,3,3,4,1,1,3,1,1,3,1,1,1,3,1,1,1,1"
/m/04jpgm5,109,1
/m/01hhc2,109,1
/m/01q7q2,"111,109","2,1"
/m/09g7bfc,"105,110","9,13"
/m/0465d2_,110,1
/m/01b69s,"116,112,105,110","1,1,3,1"
/m/0l2tk,"115,114,111,110","1,1,1,1"
/m/01ljm6,110,1
/m/011ll4,110,1
/m/0d01x5,110,1
/m/01h63n,110,1
/m/01lk9,110,1
/m/04vcnr,40,1
/m/01px3y,40,1
/m/04rwx,40,1
/m/03msyg,"21,40","1,2"
/m/05k89r,40,1
/m/027fjd,"31,24,18,41","1,1,1,1"
/m/0b9wqz,"32,31,41","4,1,1"
/m/0cjcd5,"32,31,41","1,1,1"
/m/04_kd2,"32,31,18,41","1,1,2,1"
/m/07dfk,"21,42","1,1"
/m/061g5y,"35,22,42","1,1,3"
/m/0j0k,"40,18,42","4,1,1"
/m/02pnv6,42,6
/m/046d80l,42,2
/m/06qt6,"76,42","1,2"
/m/0gg5vp0,"22,42","1,1"
/m/04mxwb_,43,12
/m/012y9t,43,2
/m/0plsj,43,2
/m/07lb3,43,1
/m/050147,43,1
/m/04zc0,43,1
/m/0gfzw,43,1
/m/051_g,43,1
/m/0281_xg,43,1
/m/026x_s,43,1
/m/0d075m,"175,112,105,43","1,3,9,4"
/m/0hgfx,43,1
/m/01frn6,43,1
/m/07wbk,43,1
/m/015wzt,59,1
/m/036n1,59,1
/m/05r_j,"66,59","1,1"
/m/03s5t,62,1
/m/02j71,"71,66,62","1,2,1"
/m/01ftz,62,1
/m/07t65,65,2
/m/02cc0w,67,1
/m/042gdr,67,1
/m/099f0,70,1
/m/02n3pb,70,1
/m/06mq7,"104,71","1,1"
/m/0g0lh,71,4
/m/03wfs,"75,71","1,2"
/m/05f4p,71,1
/m/07bfd,71,1
/m/0dh28b,"75,71","1,1"
/m/01s7k,"30,29,23,71,72,23,71","1,1,1,3,1,1,3"
/m/0cyn3,"77,75,73,71","1,2,1,2"
/m/04zx3q1,"73,71","1,1"
/m/04myn,"75,72","2,5"
/m/02dkp3,72,1
/m/018lqb,"77,72","1,2"
/m/035x8p,"77,75,74,72","5,16,2,3"
/m/02zhhp,"77,73,72","1,1,3"
/m/0zdfp,72,2
/m/037922,72,1
/m/01b39j,72,1
/m/0797b5,72,1
/m/0y99j,72,1
/m/02crk,73,2
/m/07tf8,73,1
/m/0d7k1z,73,1
/m/0d060g,"33,31,75,20,73","1,3,1,2,1"
/m/0d_kd,"75,73","4,1"
/m/05phv,73,1
/m/019t54,73,1
/m/02pmptc,"75,73","1,1"
/m/02_spr,74,2
/m/06vbmv,74,1
/m/0y88z,75,2
/m/04gb7,75,1
/m/02q6t32,75,2
/m/03jj2w,75,1
/m/0d_08,75,2
/m/03npkvc,75,1
/m/041jtr,75,1
/m/0dwx7,"1,0","1,1"
/m/06zs7,2,1
/m/0lym8,4,2
/m/01pjtb,5,3
/m/016mbz,15,1
/m/0k8z,15,1
/m/01jg6,15,1
/m/0f2rq,"89,15","1,7"
/m/05hqv,15,1
/m/020g50,15,2
/m/0139zp,15,6
/m/0106dv,15,1
/m/04lcn_y,15,1
/m/028sgq,15,11
/m/028sg0,15,2
/m/02y1vz,15,4
/m/0837mt,15,3
/m/0105y2,15,1
/m/04wggz,15,2
/m/018c71,15,1
/m/02jx1,"178,87,15","1,1,1"
/m/02r97,15,1
/m/03c866,15,2
/m/026h1w,15,1
/m/0157m,15,1
/m/03l2n,"113,105,15","2,2,1"
/m/03lq2,15,2
/m/01vc53,15,1
/m/01c02f,"36,35,26,21,18","1,1,1,1,9"
/m/04n01ys,18,1
/m/01zc0z,"40,39,36,26,24,21,18","1,1,1,1,1,1,2"
/m/04vz4n,"38,37,36,34,28,27,26,25,24,18","1,1,1,1,1,1,1,1,9,2"
/m/03s3fd,"39,18","6,1"
/m/03f_xy,"40,39,18","6,1,1"
/m/01lp7f,18,1
/m/056bx,18,1
/m/0375s,20,1
/m/02j9z,"181,178,117,38,37,36,34,29,28,27,75,38,37,36,34,29,28,27,75,37,36,34,29,28,27,75,36,34,29,28,27,75,34,29,28,27,75,29,28,27,75,28,27,75,27,75,77,181,178,117,38,37,36,34,29,28,27,75,26,25,24,23,22,20","1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,4,1,1,1"
/m/09lxtg,20,1
/m/01mpd6t,"36,26,21","2,2,2"
/m/01jd30,"36,26,21","1,1,1"
/m/0c1_8l,"40,21","1,1"
/m/0316yc,21,1
/m/04wsz,22,1
/m/04rknd,22,1
/m/05l8y,22,2
/m/07nyr,"33,30,29,23","3,3,4,4"
/m/05jnl,"29,23","2,2"
/m/03550l,"30,29,23","1,1,1"
/m/04w0nf,24,1
/m/09l8hh,24,1
/m/04ww1p,"34,25","1,1"
/m/07mkt,"34,25","3,3"
/m/02_cz4,"38,37,36,28,27,26","1,1,1,1,1,1"
/m/04jpl,"38,37,36,28,27,26","1,1,1,1,1,1"
/m/0177z,"38,37,36,28,27,77,26","1,1,1,1,1,1,1"
/m/04llb,"38,36,28,27,26","1,1,1,1,1"
/m/0k3p,"38,37,36,28,27,26","1,1,1,1,3,1"
/m/05qtj,"37,36,27,26","1,1,1,1"
/m/02hbbg,"38,37,36,28,27,26","2,2,2,2,2,2"
/m/034673,"36,26","1,1"
/m/031682,"36,26","2,2"
/m/01nv4h,"36,26","2,2"
/m/01ctqy,"36,26","1,1"
/m/02_286,75,1
/m/04gvd_,75,1
/m/01mgbh,75,2
/m/01ftfn,75,1
/m/05h45j,75,4
/m/0c_7x,75,1
/m/02r570,75,1
/m/0ccvx,75,1
/m/029k22,75,1
/m/048p7,75,1
/m/060n4d,75,1
/m/07c5l,75,1
/m/0d46w,75,1
/m/08y75m,75,1
/m/03zbcv,76,1
/m/054_5q,76,1
/m/022s5g,76,1
/m/0hrr,76,1
/m/014psl,76,1
/m/04n3l,77,1
/m/04k84,"181,77","2,1"
/m/01xc24,80,2
/m/0d4wf,84,1
/m/01kx91,"87,84","1,1"
/m/016wzw,87,1
/m/014mlp,87,1
/m/04g7x,87,1
/m/054f38,87,2
/m/0lpfh,87,1
/m/03_dm0,87,1
/m/041zsd,89,6
/m/0mpzm,89,1
/m/04bwrhr,89,1
/m/04s84y,89,1
/m/013mmr,89,4
/m/05qdh,102,1
/m/011g76,102,1
/m/07kgs9_,102,1
/m/01vzrk,"117,103","2,1"
/m/02vkhwm,"117,103","1,1"
/m/02pww6r,"117,103","5,1"
/m/0mcx2,"115,114,111,104","1,1,1,3"
/m/09j7kk,104,2
/m/0gh43,104,2
/m/01ghgx,104,3
/m/040scs,104,3
/m/08x2f8,104,1
/m/02m4nk,104,1
/m/0b4m6l,104,1
/m/0k6pp,104,1
/m/04qtn3,104,1
/m/04xwlr,104,1
/m/01kh63,104,1
/m/04rrx,104,1
/m/07s52,105,1
/m/05kkh,"116,112,105","1,1,1"
/m/059j2,27,1
/m/0bhc4gn,30,1
/m/0dfwj,30,1
/m/02wcjl7,30,1
/m/0jp31,33,1
/m/04bmsv,35,1
/m/07svhm,35,1
/m/03ctzw,35,1
/m/0bq12x,35,1
/m/05r4w,37,2
/m/06f32,40,1
/m/03rk0,"136,40","1,1"
/m/01gmc4,40,2
/m/06mnr,185,2
/m/06pwq,185,1
/m/0j1r3,110,1
/m/07yw2,"115,114,111","1,1,1"
/m/094r_8,"115,114,111","1,1,1"
/m/07c52,"115,114,111","1,1,1"
/m/0bt33,"115,114,111","1,1,1"
/m/0l39b,"115,114,112,111","1,1,1,1"
/m/0r010,111,4
/m/0cp6w,111,1
/m/07k3w,"112,111","1,1"
/m/05gh0dd,111,2
/m/010df2,111,1
/m/01bb7n,111,1
/m/0c1d0,112,2
/m/028r4l,112,1
/m/0160w,112,1
/m/014_24,112,1
/m/0plk2b,113,1
/m/03nzg,114,1
/m/02crqh,114,1
/m/05jqy,"117,114","1,2"
/m/05dgkw,"117,114","1,1"
/m/010f5z,114,1
/m/0kh0y,116,3
/m/0c13h,117,1
/m/02gbr5,117,1
/m/088gzp,117,3
/m/05_9rs,117,1
/m/0h1n9,117,1
/m/0dcqh,117,1
/m/064r7fk,117,1
/m/06mzp,117,1
/m/01b86_,117,1
/m/032mx,"180,117","3,1"
/m/09ldn,118,1
/m/04g07,118,2
/m/02cp5,118,1
/m/01zp1h,133,1
/m/04fyqf,"136,133","1,1"
/m/068p2,"170,169,168,167,166,165,164,163,162,161,160,159,158,157,156,155,154,153,152,151,150,149,148,147,146,145,144,143,142,141","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
/m/09jcvs,141,1
/m/02p97,141,1
/m/0416gpx,141,1
/m/06m_p,"170,169,168,167,166,165,164,163,162,161,160,159,158,157,156,155,154,153,152,151,150,149,148,147,146,145,144,143,142,141","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
/m/01pmdg,171,6
/m/06grw,173,1
/m/02162,174,1
/m/01_pcc,174,2
/m/081gf,175,3
/m/0qxhc,176,1
/m/05gf5,177,1
/m/048knlz,177,1
/m/01klwd,177,1
/m/0csm9,178,8
/m/02py09,179,1
/m/05qc_,179,1
/m/01h1bf,180,2
/m/01f1xr,180,3
/m/01zrs,180,4
/m/04nz3,180,1
/m/0mkz,180,1
/m/03r_vp,180,1
/m/0bwyb,180,1
/m/07g8l,180,2
/m/07_my,181,1
/m/06mx8,181,1
/m/0vllx,181,1
/m/0c4ys,181,2
/m/06_dn,181,1
/m/05b4w,181,3
/m/017n9_,181,1
/m/01nyk5x,181,10
/m/03gkl,181,1
/m/0lm0n,181,6
