0,"2,1,0","1,10,4"
1,"2,1,0","1,3,2"
2,"2,4,1,3,6,0","6,14,11,2,3,1"
3,0,1
4,"1,0","1,1"
5,"2,4,1,3,6,0","9,11,6,1,1,1"
6,"1,0","3,1"
7,"2,4,3,0","1,1,1,1"
8,"1,0","7,1"
9,"2,4,1,6,0","2,3,4,1,2"
10,0,1
11,"2,1,0","1,1,1"
12,"2,1,0","1,1,1"
13,"2,1,0","1,1,1"
14,"2,1,0","1,1,1"
15,"2,1,0","2,2,2"
16,"2,1,0","1,1,1"
17,"2,1,0","1,1,1"
18,"2,1,0","1,1,1"
19,"2,1,0","1,1,1"
20,"2,1,0","1,1,1"
21,"2,1,0","1,1,1"
22,"2,1,0","1,1,1"
23,"2,1,0","1,1,1"
24,"2,1,0","1,1,1"
25,"2,1,0","1,1,1"
26,"2,1,0","1,1,1"
27,"2,1,0","1,1,1"
28,"2,1,0","1,1,1"
29,"2,1,0","1,1,1"
30,"2,1,0","1,1,1"
31,"2,1,0","2,2,2"
32,"2,1,0","2,2,2"
33,"2,1,0","2,2,2"
34,"2,1,0","1,1,1"
35,"2,1,0","1,1,1"
36,"2,1,0","1,1,1"
37,"2,1,0","1,1,1"
38,"2,1,0","1,1,1"
39,"2,1,0","1,1,1"
40,"2,1,0","2,2,2"
41,"2,1,0","12,12,12"
42,"2,1,0","1,1,1"
43,"2,1,0","1,1,1"
44,"2,1,0","1,1,1"
45,"2,1,0","1,1,1"
46,"2,1,0","2,2,2"
47,"2,1,0","1,1,1"
48,"2,1,0","1,1,1"
49,"2,1,0","1,1,1"
50,"2,1,0","6,6,6"
51,"2,1,0","9,9,9"
52,"2,1,0","1,1,1"
53,"2,1,0","1,2,1"
54,"2,1,0","1,1,1"
55,"2,1,0","1,1,1"
56,"2,1,0","1,1,1"
57,"2,1,0","1,2,1"
58,"2,1,0","1,1,1"
59,"2,1,0","1,1,1"
60,"2,1,0","1,1,1"
61,"2,1,0","3,3,3"
62,"2,1,0","8,8,8"
63,"2,1,0","8,8,8"
64,"2,1,0","1,1,1"
65,"2,1,0","9,15,9"
66,"2,1,0","1,1,1"
67,"2,1,0","1,1,1"
68,"2,1,0","1,1,1"
69,"2,1,0","1,3,1"
70,"2,1,0","1,1,1"
71,"2,1,0","1,1,1"
72,"2,1,0","3,3,3"
73,"2,1,0","1,1,1"
74,"2,4,1,3,6,0","12,1,11,1,1,2"
75,"2,1,0","1,1,1"
76,"2,1,0","1,1,1"
77,"2,1,0","1,1,1"
78,"2,1,0","2,2,2"
79,"2,1,0","1,1,1"
80,"2,1,0","1,1,1"
81,"2,1,0","1,1,1"
82,"2,1,0","1,1,1"
83,"2,1,0","1,1,1"
84,"2,1,0","1,1,1"
85,"2,1,0","1,1,1"
86,"2,1,0","1,1,1"
87,"2,1,0","1,1,1"
88,"2,1,0","1,1,1"
89,"2,1,0","1,1,1"
90,"2,1,0","1,1,1"
91,"2,1,0","1,1,1"
92,"2,4,1,3,0","6,6,6,9,4"
93,"2,4,1,3,0","2,2,2,2,2"
94,"2,4,1,3,0","1,1,1,1,1"
95,"2,1,0","1,1,1"
96,"2,4,1,3,0","1,1,1,1,1"
97,"2,4,1,3,0","2,1,2,1,1"
98,"2,4,1,3,0","1,1,1,1,1"
99,"2,4,1,3,0","1,1,1,1,1"
100,"2,4,1,3,0","1,1,1,1,1"
101,"2,4,1,3,0","1,1,1,1,1"
102,"2,4,1,3,0","1,1,1,1,1"
103,"2,4,1,3,0","1,1,1,1,1"
104,"2,4,1,3,0","1,1,1,1,1"
105,"2,4,1,3,0","2,1,2,1,2"
106,"2,4,1,3,0","2,1,2,1,2"
107,"2,4,1,3,0","1,1,1,1,1"
108,"2,4,1,3,0","1,1,1,1,1"
109,"2,4,1,3,0","1,1,1,1,1"
110,"2,4,1,3,0","2,2,2,2,2"
111,"2,4,1,3,0","1,1,1,1,1"
112,"2,4,1,3,0","1,1,1,1,1"
113,"2,4,1,3,6,0","2,3,7,3,1,1"
114,0,1
115,"2,4,1,0","2,2,1,2"
116,0,2
117,"2,4,1,3,6,0","1,2,1,1,1,2"
118,0,1
119,0,1
120,0,1
121,0,1
122,"2,4,1,0","2,1,5,1"
123,0,1
124,0,1
125,"2,4,1,3,6,0","1,4,7,2,3,1"
126,0,1
127,0,1
128,"2,4,1,3,6,0","1,1,1,1,2,1"
129,"4,1,3,0","3,1,2,1"
130,"1,6,0","1,1,1"
131,"2,1,0","1,4,1"
132,"2,1,0","1,1,1"
133,"2,1,0","1,1,1"
134,"2,1,0","1,1,1"
135,"2,1,0","1,1,1"
136,"2,1,0","1,1,1"
137,"2,1,0","1,1,1"
138,"2,1,0","1,1,1"
139,"2,1,0","1,1,1"
140,"2,1,0","1,1,1"
141,"2,1,0","1,1,1"
142,"2,1,0","1,1,1"
143,"2,1,0","1,1,1"
144,"2,1,0","1,1,1"
145,"2,1,0","1,1,1"
146,"2,1,0","1,1,1"
147,"2,1,0","1,1,1"
148,"2,1,0","2,2,2"
149,"2,1,0","1,1,1"
150,"2,1,0","1,1,1"
151,"2,1,0","1,1,1"
152,"2,1,0","1,1,1"
153,"2,1,0","1,1,1"
154,"2,1,0","1,1,1"
155,"2,1,0","1,1,1"
156,"2,1,0","1,1,1"
157,"2,1,0","1,1,1"
158,"2,1,3,0","2,2,1,2"
159,"2,1,0","1,1,1"
160,"2,1,0","1,1,1"
161,"2,1,0","1,1,1"
162,"2,1,0","1,1,1"
163,"2,1,0","1,1,1"
164,"2,1,0","1,1,1"
165,"2,1,0","1,1,1"
166,"2,1,0","1,1,1"
167,"2,1,0","2,2,2"
168,"2,1,0","1,1,1"
169,"2,1,0","1,1,1"
170,"2,1,0","1,1,1"
171,"2,1,0","1,1,1"
172,"2,1,0","1,1,1"
173,"2,1,0","1,1,1"
174,"2,1,0","1,1,1"
175,"2,1,0","1,1,1"
176,"2,1,0","1,1,1"
177,"2,1,0","1,1,1"
178,"2,1,0","1,1,1"
179,"2,1,0","1,1,1"
180,"2,1,0","4,4,4"
181,"2,1,0","1,1,1"
182,"2,1,0","1,1,1"
183,"2,1,0","1,1,1"
184,"2,1,0","1,1,1"
185,"2,1,0","1,1,1"
186,"2,1,0","1,1,1"
187,"2,1,0","2,2,2"
188,"2,1,0","1,1,1"
189,"2,1,0","1,1,1"
190,"2,1,0","1,1,1"
191,"2,1,0","1,1,1"
192,"2,1,0","1,1,1"
193,"2,1,0","1,1,1"
194,"2,1,0","1,1,1"
195,"2,4,1,3,6,0","4,1,4,1,1,2"
196,"2,1,0","1,1,1"
197,"2,4,1,3,0","2,1,1,7,1"
198,"2,1,0","1,2,1"
199,"2,1,0","1,2,1"
200,"2,1,0","1,1,1"
201,"2,1,0","1,1,1"
202,"2,1,0","1,1,1"
203,"2,1,0","1,1,1"
204,"2,1,0","2,1,1"
205,"2,1,0","1,1,1"
206,"2,1,3,0","1,2,1,1"
207,"2,1,0","4,1,1"
208,"2,1,0","3,1,1"
209,"2,1,0","1,1,1"
210,"2,1,0","1,1,1"
211,"2,1,0","1,1,1"
212,"2,1,0","1,2,1"
213,"2,1,0","1,1,1"
214,"2,1,0","3,6,1"
215,"2,1,0","1,1,1"
216,"2,1,0","1,1,1"
217,"2,1,0","1,1,1"
218,0,1
219,"2,1,0","1,1,1"
220,"2,1,0","1,1,1"
221,"2,1,0","1,1,1"
222,"2,1,0","1,1,1"
223,"2,1,0","1,1,1"
224,"2,1,0","1,1,1"
225,"2,1,0","1,1,1"
226,"2,1,0","2,2,2"
227,"2,1,0","1,1,1"
228,"2,1,0","1,1,1"
229,"2,1,0","1,1,1"
230,"2,1,0","1,1,1"
231,"2,4,1,3,0","4,4,3,4,1"
232,"2,1,0","1,1,1"
233,"2,4,1,3,0","1,1,1,1,1"
234,"2,1,0","2,2,2"
235,"2,1,0","1,1,1"
236,"2,1,0","4,4,1"
237,"2,1,0","1,1,1"
238,"2,1,0","1,1,1"
239,"2,1,0","1,1,1"
240,"2,1,0","1,1,1"
241,"2,1,0","1,1,1"
242,"2,1,0","1,1,1"
243,"2,1,0","1,1,1"
244,"2,1,0","1,1,1"
245,"2,1,0","1,1,1"
246,"2,1,0","1,1,1"
247,"2,1,0","1,1,1"
248,"2,1,0","1,1,1"
249,"2,1,0","1,1,1"
250,"2,1,0","1,1,1"
951,6,2
952,6,2
953,6,2
954,6,2
955,6,2
956,6,1
264,"1,6","1,2"
266,"1,6","1,3"
265,"1,6","1,3"
957,6,1
262,"1,6","1,1"
958,6,1
959,6,1
960,6,1
961,6,1
888,"4,6","2,1"
962,6,1
963,6,1
964,6,1
965,6,1
966,6,1
367,"2,4,1,6","1,1,6,2"
967,6,1
968,6,1
542,"2,6","1,2"
969,6,1
970,6,1
971,6,1
972,6,2
822,"4,6","2,1"
321,"1,6","1,1"
973,6,1
974,6,1
975,6,1
976,6,1
363,"1,6","1,1"
350,"2,4,1,6","1,2,1,1"
977,6,1
978,6,1
979,6,1
774,"3,6","1,1"
980,6,1
377,"4,1,6","1,1,1"
981,6,1
766,"3,6","1,1"
503,"2,6","1,1"
982,6,2
539,"2,6","1,2"
983,6,1
984,6,1
349,"1,6","2,1"
985,6,1
815,"4,6","1,1"
986,6,1
987,6,1
511,"2,4,6","2,1,1"
988,6,1
762,"3,6","5,1"
989,6,1
936,"4,6","1,1"
990,6,1
991,6,1
992,6,1
993,6,1
994,6,1
995,6,1
996,6,1
997,6,1
998,6,1
999,6,1
1000,6,1
1001,6,1
1002,6,1
251,"1,6","4,1"
526,"2,4,3,6","2,1,1,1"
783,"4,3,6","1,1,1"
1003,6,1
1004,6,1
560,"4,3","2,3"
561,"4,3","3,3"
562,3,1
563,"4,3","1,1"
564,"4,3","1,1"
565,"4,3","1,1"
566,"4,3","1,1"
567,"4,3","1,1"
568,"4,3","1,1"
569,"4,3","3,3"
570,"4,3","1,1"
444,"2,4,1,3","1,1,1,1"
571,"4,3","1,1"
445,"2,4,1,3","4,4,4,4"
572,"4,3","1,1"
573,"4,3","1,1"
574,"4,3","3,3"
575,"4,3","1,1"
576,"4,3","1,1"
577,"4,3","2,2"
578,"4,3","1,1"
579,"4,3","1,1"
580,"4,3","1,1"
581,"4,3","1,1"
582,"4,3","1,1"
583,"4,3","1,1"
584,"4,3","1,1"
585,"4,3","1,1"
586,"4,3","1,1"
587,"4,3","1,1"
588,"4,3","4,4"
589,"4,3","2,2"
590,"4,3","1,1"
591,"4,3","1,1"
592,"4,3","1,1"
593,"4,3","1,1"
594,"4,3","1,1"
595,"4,3","1,1"
596,"4,3","1,1"
597,"4,3","1,1"
598,"4,3","1,1"
599,"4,3","1,1"
393,"2,4,1,3","1,1,1,1"
381,"2,4,1,3","1,1,2,1"
600,"4,3","1,1"
601,"4,3","1,1"
602,"4,3","2,2"
603,"4,3","1,1"
604,"4,3","3,1"
605,"4,3","1,1"
606,"4,3","4,4"
607,"4,3","1,1"
608,"4,3","2,2"
609,"4,3","1,1"
610,"4,3","1,1"
611,"4,3","1,1"
447,"2,4,1,3","2,1,2,1"
612,"4,3","1,1"
613,"4,3","1,1"
614,"4,3","1,1"
615,"4,3","1,1"
616,"4,3","2,2"
617,"4,3","1,1"
618,"4,3","1,1"
619,"4,3","1,1"
620,"4,3","1,1"
621,"4,3","1,1"
622,"4,3","1,1"
623,"4,3","3,3"
624,"4,3","1,1"
625,"4,3","1,1"
626,"4,3","1,1"
627,"4,3","1,1"
628,"4,3","1,1"
629,"4,3","1,1"
630,"4,3","1,1"
631,"4,3","1,1"
632,"4,3","1,1"
633,"4,3","1,1"
634,"4,3","1,1"
635,"4,3","1,1"
636,"4,3","1,1"
637,"4,3","1,1"
638,"4,3","1,1"
639,"4,3","1,1"
640,"4,3","1,1"
641,"4,3","1,1"
642,"4,3","1,1"
643,"4,3","1,1"
644,"4,3","1,1"
645,"4,3","1,1"
646,"4,3","1,1"
647,"4,3","1,1"
648,"4,3","1,1"
649,"4,3","1,1"
650,"4,3","2,2"
651,"4,3","1,1"
652,"4,3","1,1"
653,"4,3","1,1"
654,"4,3","1,1"
655,"4,3","1,1"
656,"4,3","1,1"
657,"4,3","1,1"
658,"4,3","1,1"
659,"4,3","1,1"
660,"4,3","1,1"
661,"4,3","1,1"
662,"4,3","1,1"
663,"4,3","16,6"
664,"4,3","1,1"
665,"4,3","1,1"
666,"4,3","1,1"
667,"4,3","1,1"
668,"4,3","3,2"
669,"4,3","1,1"
670,"4,3","1,1"
671,"4,3","1,1"
672,"4,3","1,1"
673,"4,3","2,2"
674,"4,3","1,1"
675,"4,3","1,1"
676,"4,3","1,1"
677,"4,3","1,1"
678,"4,3","1,1"
679,"4,3","1,1"
680,"4,3","1,1"
681,"4,3","1,1"
682,"4,3","2,2"
683,"4,3","3,1"
684,"4,3","1,1"
685,"4,3","2,1"
686,"4,3","1,1"
687,"4,3","1,1"
688,"4,3","5,5"
689,"4,3","3,3"
690,"4,3","2,2"
691,"4,3","1,1"
692,"4,3","4,4"
551,"2,4,3","1,1,1"
693,"4,3","1,1"
694,"4,3","1,1"
695,"4,3","1,1"
696,"4,3","1,1"
697,"4,3","1,1"
698,"4,3","1,1"
699,"4,3","2,2"
700,"4,3","1,1"
701,"4,3","1,1"
702,"4,3","1,1"
703,"4,3","1,1"
704,"4,3","3,3"
705,"4,3","1,1"
706,"4,3","2,2"
707,"4,3","1,1"
708,"4,3","2,2"
709,"4,3","1,1"
710,"4,3","1,1"
711,"4,3","1,1"
712,"4,3","1,1"
713,"4,3","1,1"
714,"4,3","1,1"
715,"4,3","1,1"
716,"4,3","1,1"
717,"4,3","1,1"
718,"4,3","1,1"
719,"4,3","2,2"
720,"4,3","1,1"
721,"4,3","1,1"
722,"4,3","1,1"
723,"4,3","1,1"
724,"4,3","1,1"
725,"4,3","1,1"
726,"4,3","1,1"
727,"4,3","1,1"
728,"4,3","1,1"
729,"4,3","1,1"
730,"4,3","1,1"
731,"4,3","1,1"
732,"4,3","2,2"
733,"4,3","1,1"
734,"4,3","1,1"
735,"4,3","1,1"
736,"4,3","1,1"
737,"4,3","1,1"
738,"4,3","1,1"
739,"4,3","1,1"
740,"4,3","1,1"
741,"4,3","1,1"
742,"4,3","1,1"
743,"4,3","1,1"
744,"4,3","1,1"
745,"4,3","1,1"
746,"4,3","1,1"
747,"4,3","1,1"
748,"4,3","1,1"
749,"4,3","1,1"
750,"4,3","1,1"
751,"4,3","1,1"
752,"4,3","1,1"
753,3,1
754,3,1
755,3,1
756,3,1
757,"4,3","1,1"
758,3,1
759,3,1
760,3,1
761,3,1
763,3,1
764,3,1
765,3,1
767,3,2
768,3,1
769,3,1
770,3,1
771,3,1
772,3,1
773,3,1
775,3,1
776,3,1
777,3,1
778,3,1
779,3,1
780,3,1
781,"4,3","1,1"
522,"2,4,3","2,1,1"
782,"4,3","1,1"
784,"4,3","1,1"
785,"4,3","1,1"
786,"4,3","1,1"
787,"4,3","1,1"
788,"4,3","3,1"
303,"4,1,3","1,4,1"
299,"2,4,1,3","1,1,1,1"
252,1,1
253,"2,1","1,1"
254,"2,1","3,3"
255,"2,1","1,1"
256,"2,1","3,3"
257,"2,1","3,3"
258,"2,1","2,2"
259,"2,1","1,1"
260,"2,1","1,1"
261,1,1
263,1,1
267,1,1
268,1,1
269,1,1
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,1,1
277,1,1
278,1,1
279,1,1
280,1,1
281,1,1
282,1,1
283,1,1
284,1,1
285,1,1
286,1,1
287,1,1
288,1,1
289,1,1
290,1,1
291,"2,4,1","1,11,6"
292,1,1
293,1,1
294,1,1
295,1,1
296,1,1
297,"2,1","1,1"
298,"2,1","1,1"
300,1,1
301,1,3
302,1,3
304,1,1
305,1,3
306,1,1
307,1,1
308,1,1
309,1,1
310,1,1
311,1,1
312,1,1
313,1,1
314,1,1
315,1,1
316,1,3
317,1,1
318,"2,4,1","2,3,4"
319,1,1
320,1,1
322,1,1
323,1,1
324,1,1
325,1,1
326,"4,1","1,1"
327,1,1
328,1,1
329,1,1
330,1,3
331,1,1
332,1,2
333,1,1
334,1,3
335,1,1
336,"4,1","1,1"
337,"2,4,1","1,1,2"
338,1,1
339,1,1
340,"4,1","1,2"
341,1,2
342,1,4
343,1,1
344,1,1
345,1,1
346,"4,1","1,1"
347,1,1
348,1,1
351,1,1
352,1,1
353,1,1
354,1,2
355,1,1
356,1,3
357,1,1
358,1,1
359,1,1
360,1,1
361,1,1
362,1,1
364,1,1
365,1,1
366,1,1
368,1,1
369,1,3
370,1,1
371,1,1
372,"2,1","2,1"
373,"4,1","1,1"
374,1,1
375,1,1
376,1,1
378,"2,4,1","1,3,1"
379,1,1
380,"4,1","4,1"
382,1,1
383,1,1
384,"2,1","1,1"
385,1,1
386,1,1
387,1,1
388,1,1
389,1,1
390,1,1
391,1,1
392,1,1
394,1,1
395,1,1
396,1,1
397,1,1
398,1,1
399,1,1
400,1,1
401,1,1
402,"2,4,1","1,1,2"
403,1,1
404,1,1
405,1,1
406,1,1
407,1,1
408,"4,1","1,1"
409,1,1
410,1,1
411,1,1
412,"2,1","1,1"
413,"2,1","1,1"
414,"2,1","1,1"
415,"2,1","1,1"
416,"2,1","1,1"
417,"2,1","1,1"
418,"2,1","1,1"
419,"2,1","1,1"
420,"2,1","1,1"
421,"2,1","1,1"
422,"2,1","1,1"
423,"2,1","1,1"
424,"2,1","1,1"
425,"2,1","1,1"
426,"2,1","1,1"
427,1,1
428,"2,1","1,1"
429,"2,1","1,1"
430,"2,1","1,1"
431,"2,1","1,1"
432,"2,1","1,1"
433,"2,1","1,1"
434,"2,1","1,1"
435,"2,1","1,1"
436,"2,1","1,1"
437,"2,1","1,1"
438,"2,1","1,1"
439,"2,1","3,3"
440,"2,1","1,1"
441,"2,1","5,5"
442,"2,1","4,4"
443,"2,1","4,4"
446,"2,1","1,1"
448,"2,1","3,3"
449,"2,1","1,1"
450,"2,1","1,1"
451,"2,1","1,1"
452,"2,1","1,1"
453,"2,1","1,1"
454,"2,1","1,1"
455,"2,1","1,1"
456,"2,1","1,1"
457,"2,1","1,1"
458,"2,1","1,1"
459,"2,1","1,1"
460,"2,1","1,1"
461,"2,1","1,1"
462,"2,1","1,1"
463,"2,1","1,1"
464,"2,1","1,1"
465,1,1
466,"2,1","1,1"
467,"2,1","1,1"
468,"2,1","1,1"
469,"2,1","1,1"
470,"2,1","1,1"
471,"2,1","1,1"
472,"2,1","1,1"
473,"2,1","1,1"
474,"2,1","1,1"
475,"2,1","1,1"
476,"2,1","1,1"
477,"2,1","1,1"
478,"2,1","1,1"
479,"2,1","1,1"
480,"2,1","1,1"
481,"2,1","1,1"
482,"2,1","1,1"
483,"2,1","1,1"
484,"2,1","1,1"
485,"2,1","1,1"
486,"2,1","1,1"
487,"2,1","1,1"
488,"2,1","1,1"
489,"2,1","1,1"
490,"2,1","1,1"
491,"2,1","1,1"
492,"2,1","1,1"
493,"2,1","1,1"
494,"2,1","1,1"
495,"2,1","1,1"
496,"2,1","1,1"
497,"2,1","1,1"
498,"2,1","1,1"
499,"2,1","1,1"
500,1,1
789,4,1
790,4,1
791,4,1
792,4,1
793,4,1
794,4,1
795,4,1
796,4,7
797,4,1
798,4,1
799,4,3
800,4,2
801,4,1
802,4,1
803,4,1
804,4,1
805,4,1
806,4,3
807,4,1
808,4,1
809,4,1
810,4,1
811,4,2
812,4,6
813,4,1
814,4,1
816,4,1
817,4,1
818,4,1
819,4,2
820,4,1
821,4,1
823,4,1
824,4,1
825,4,9
826,4,1
827,4,14
828,4,5
829,4,2
830,4,1
831,4,2
832,4,1
833,4,1
834,4,1
835,4,3
836,4,7
837,4,5
838,4,3
839,4,1
541,"2,4","1,10"
840,4,8
841,4,2
842,4,2
843,4,38
844,4,1
845,4,10
846,4,3
847,4,4
848,4,31
849,4,1
850,4,2
851,4,1
852,4,1
853,4,1
854,4,1
855,4,3
856,4,1
857,4,7
858,4,7
859,4,4
860,4,6
861,4,1
862,4,1
863,4,1
864,4,5
865,4,1
866,4,1
867,4,3
868,4,3
869,4,2
870,4,1
871,4,2
872,4,3
873,4,1
874,4,1
875,4,1
876,4,4
877,4,2
878,4,1
879,4,2
880,4,2
881,4,2
882,4,2
883,4,2
884,4,2
885,4,3
886,4,3
887,4,3
889,4,2
890,4,1
891,4,1
892,4,3
893,4,1
894,4,1
895,4,1
896,4,1
897,4,1
898,4,1
899,4,1
900,4,7
901,4,1
902,4,1
903,4,1
904,4,1
905,4,4
906,4,2
907,4,2
908,4,2
909,4,1
910,4,1
911,4,4
912,4,2
913,4,5
914,4,1
915,4,1
916,4,1
917,4,1
918,4,1
919,4,1
920,4,1
921,4,1
922,4,1
923,4,1
924,4,1
925,4,1
926,4,1
927,4,1
928,4,1
929,4,2
930,4,1
931,4,1
932,4,1
933,4,1
934,4,1
935,4,1
937,4,1
938,4,1
939,4,1
940,4,1
941,4,1
942,4,1
943,4,1
944,4,2
945,4,1
946,4,1
947,4,1
948,4,1
949,4,1
950,4,1
501,2,1
502,2,1
504,2,1
505,2,1
506,2,1
507,2,1
508,2,1
509,2,1
510,2,1
512,2,1
513,2,2
514,2,1
515,2,1
516,2,1
517,2,1
518,2,1
519,2,1
520,2,1
521,2,1
523,2,2
524,2,1
525,2,1
527,2,1
528,2,1
529,2,1
530,2,1
531,2,1
532,2,1
533,2,2
534,2,1
535,2,1
536,2,1
537,2,1
538,2,1
540,2,1
543,2,1
544,2,1
545,2,1
546,2,1
547,2,1
548,2,1
549,2,1
550,2,1
552,2,1
553,2,1
554,2,1
555,2,1
556,2,1
557,2,1
558,2,1
559,2,1
